loop,addresses_generated,predictions_submitted,correct_predictions,incorrect_predictions,missing_predictions,extra_predictions,accuracy,coverage,cache_hits,cache_misses,predictor_runtime,simulation_runtime,workload_runtime,memory_bytes,energy
509,1024,1024,284,740,0,0,27.734375,100.000000,151,873,0.013584,0.000158,0.004894,8192,4618.400000
510,1024,1024,285,739,0,0,27.832031,100.000000,152,872,0.012505,0.000164,0.005592,8192,4614.400000
511,1024,1024,288,736,0,0,28.125000,100.000000,154,870,0.012556,0.000152,0.005503,8192,4606.400000
512,1024,1024,295,729,0,0,28.808594,100.000000,141,883,0.011765,0.000159,0.006384,8192,4658.400000
513,1024,1024,295,729,0,0,28.808594,100.000000,150,874,0.012575,0.000201,0.004871,8192,4622.400000
514,1024,1024,281,743,0,0,27.441406,100.000000,170,854,0.012931,0.000159,0.005122,8192,4542.400000
515,1024,1024,284,740,0,0,27.734375,100.000000,155,869,0.011766,0.000121,0.005479,8192,4602.400000
516,1024,1024,291,733,0,0,28.417969,100.000000,152,872,0.010962,0.000296,0.005368,8192,4614.400000
517,1024,1024,283,741,0,0,27.636719,100.000000,145,879,0.011130,0.000120,0.005255,8192,4642.400000
518,1024,1024,284,740,0,0,27.734375,100.000000,168,856,0.012684,0.000127,0.005878,8192,4550.400000
519,1024,1024,281,743,0,0,27.441406,100.000000,154,870,0.010883,0.000118,0.004414,8192,4606.400000
520,1024,1024,290,734,0,0,28.320312,100.000000,132,892,0.012305,0.000275,0.005321,8192,4694.400000
521,1024,1024,286,738,0,0,27.929688,100.000000,164,860,0.010919,0.000367,0.005126,8192,4566.400000
522,1024,1024,291,733,0,0,28.417969,100.000000,149,875,0.013087,0.000125,0.004323,8192,4626.400000
523,1024,1024,286,738,0,0,27.929688,100.000000,152,872,0.011588,0.000122,0.004723,8192,4614.400000
524,1024,1024,287,737,0,0,28.027344,100.000000,135,889,0.011095,0.000135,0.005182,8192,4682.400000
525,1024,1024,293,731,0,0,28.613281,100.000000,148,876,0.010762,0.000123,0.006203,8192,4630.400000
526,1024,1024,297,727,0,0,29.003906,100.000000,160,864,0.012309,0.000120,0.005393,8192,4582.400000
527,1024,1024,289,735,0,0,28.222656,100.000000,161,863,0.012265,0.000134,0.004794,8192,4578.400000
528,1024,1024,287,737,0,0,28.027344,100.000000,155,869,0.012631,0.000149,0.005364,8192,4602.400000
529,1024,1024,288,736,0,0,28.125000,100.000000,153,871,0.012120,0.000255,0.005431,8192,4610.400000
530,1024,1024,291,733,0,0,28.417969,100.000000,153,871,0.012018,0.000145,0.005102,8192,4610.400000
531,1024,1024,291,733,0,0,28.417969,100.000000,159,865,0.012572,0.000185,0.004792,8192,4586.400000
532,1024,1024,294,730,0,0,28.710938,100.000000,165,859,0.012584,0.000156,0.004884,8192,4562.400000
533,1024,1024,292,732,0,0,28.515625,100.000000,148,876,0.013227,0.000251,0.006708,8192,4630.400000
534,1024,1024,280,744,0,0,27.343750,100.000000,146,878,0.014677,0.000156,0.004783,8192,4638.400000
535,1024,1024,287,737,0,0,28.027344,100.000000,162,862,0.011704,0.000301,0.005818,8192,4574.400000
536,1024,1024,289,735,0,0,28.222656,100.000000,141,883,0.010824,0.000140,0.005727,8192,4658.400000
537,1024,1024,284,740,0,0,27.734375,100.000000,148,876,0.012568,0.000142,0.006255,8192,4630.400000
538,1024,1024,291,733,0,0,28.417969,100.000000,150,874,0.011715,0.000141,0.005407,8192,4622.400000
539,1024,1024,287,737,0,0,28.027344,100.000000,163,861,0.012426,0.000147,0.004897,8192,4570.400000
540,1024,1024,292,732,0,0,28.515625,100.000000,172,852,0.011182,0.000129,0.004993,8192,4534.400000
541,1024,1024,285,739,0,0,27.832031,100.000000,160,864,0.010380,0.000181,0.004569,8192,4582.400000
542,1024,1024,288,736,0,0,28.125000,100.000000,156,868,0.011298,0.000273,0.003798,8192,4598.400000
543,1024,1024,282,742,0,0,27.539062,100.000000,150,874,0.011460,0.000120,0.005110,8192,4622.400000
544,1024,1024,285,739,0,0,27.832031,100.000000,156,868,0.010824,0.000120,0.004359,8192,4598.400000
545,1024,1024,278,746,0,0,27.148438,100.000000,141,883,0.011624,0.000118,0.004013,8192,4658.400000
546,1024,1024,279,745,0,0,27.246094,100.000000,159,865,0.011958,0.000125,0.005723,8192,4586.400000
547,1024,1024,288,736,0,0,28.125000,100.000000,156,868,0.011954,0.000123,0.003899,8192,4598.400000
548,1024,1024,284,740,0,0,27.734375,100.000000,163,861,0.011992,0.000265,0.003840,8192,4570.400000
549,1024,1024,285,739,0,0,27.832031,100.000000,145,879,0.010483,0.000262,0.005887,8192,4642.400000
550,1024,1024,294,730,0,0,28.710938,100.000000,161,863,0.011641,0.000122,0.006331,8192,4578.400000
551,1024,1024,288,736,0,0,28.125000,100.000000,148,876,0.012303,0.000137,0.004929,8192,4630.400000
552,1024,1024,284,740,0,0,27.734375,100.000000,148,876,0.013194,0.000160,0.005791,8192,4630.400000
553,1024,1024,286,738,0,0,27.929688,100.000000,152,872,0.013411,0.000144,0.005553,8192,4614.400000
554,1024,1024,286,738,0,0,27.929688,100.000000,159,865,0.012572,0.000150,0.004854,8192,4586.400000
555,1024,1024,293,731,0,0,28.613281,100.000000,157,867,0.011242,0.000139,0.004931,8192,4594.400000
556,1024,1024,291,733,0,0,28.417969,100.000000,154,870,0.011733,0.000403,0.004849,8192,4606.400000
557,1024,1024,289,735,0,0,28.222656,100.000000,144,880,0.012334,0.000131,0.005522,8192,4646.400000
558,1024,1024,287,737,0,0,28.027344,100.000000,148,876,0.012929,0.000248,0.005198,8192,4630.400000
559,1024,1024,287,737,0,0,28.027344,100.000000,149,875,0.013717,0.000169,0.005776,8192,4626.400000
560,1024,1024,287,737,0,0,28.027344,100.000000,149,875,0.013328,0.000165,0.005833,8192,4626.400000
561,1024,1024,280,744,0,0,27.343750,100.000000,166,858,0.012221,0.000142,0.005034,8192,4558.400000
562,1024,1024,290,734,0,0,28.320312,100.000000,162,862,0.011371,0.000140,0.004800,8192,4574.400000
563,1024,1024,288,736,0,0,28.125000,100.000000,157,867,0.011340,0.000147,0.005951,8192,4594.400000
564,1024,1024,296,728,0,0,28.906250,100.000000,131,893,0.011605,0.000263,0.005612,8192,4698.400000
565,1024,1024,287,737,0,0,28.027344,100.000000,151,873,0.011113,0.000122,0.005393,8192,4618.400000
566,1024,1024,281,743,0,0,27.441406,100.000000,169,855,0.012770,0.000122,0.004998,8192,4546.400000
567,1024,1024,290,734,0,0,28.320312,100.000000,157,867,0.012778,0.000287,0.005793,8192,4594.400000
568,1024,1024,283,741,0,0,27.636719,100.000000,140,884,0.012715,0.000171,0.004019,8192,4662.400000
569,1024,1024,293,731,0,0,28.613281,100.000000,145,879,0.011706,0.000124,0.005191,8192,4642.400000
570,1024,1024,282,742,0,0,27.539062,100.000000,136,888,0.012137,0.000125,0.004988,8192,4678.400000
571,1024,1024,290,734,0,0,28.320312,100.000000,133,891,0.010877,0.000127,0.004825,8192,4690.400000
572,1024,1024,286,738,0,0,27.929688,100.000000,147,877,0.011540,0.000126,0.005150,8192,4634.400000
573,1024,1024,294,730,0,0,28.710938,100.000000,139,885,0.012720,0.000128,0.004703,8192,4666.400000
574,1024,1024,289,735,0,0,28.222656,100.000000,163,861,0.012819,0.000123,0.005627,8192,4570.400000
575,1024,1024,294,730,0,0,28.710938,100.000000,147,877,0.012076,0.000131,0.005311,8192,4634.400000
576,1024,1024,288,736,0,0,28.125000,100.000000,159,865,0.012103,0.000289,0.004639,8192,4586.400000
577,1024,1024,278,746,0,0,27.148438,100.000000,153,871,0.012720,0.000142,0.006076,8192,4610.400000
578,1024,1024,290,734,0,0,28.320312,100.000000,136,888,0.011749,0.000140,0.004834,8192,4678.400000
579,1024,1024,289,735,0,0,28.222656,100.000000,134,890,0.011967,0.000143,0.004905,8192,4686.400000
580,1024,1024,294,730,0,0,28.710938,100.000000,146,878,0.013016,0.000151,0.005353,8192,4638.400000
581,1024,1024,288,736,0,0,28.125000,100.000000,164,860,0.012035,0.000146,0.004754,8192,4566.400000
582,1024,1024,290,734,0,0,28.320312,100.000000,134,890,0.012401,0.000310,0.005526,8192,4686.400000
583,1024,1024,276,748,0,0,26.953125,100.000000,129,895,0.013590,0.000192,0.006941,8192,4706.400000
584,1024,1024,286,738,0,0,27.929688,100.000000,149,875,0.013111,0.000193,0.005359,8192,4626.400000
585,1024,1024,300,724,0,0,29.296875,100.000000,150,874,0.011247,0.000285,0.004968,8192,4622.400000
586,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.012120,0.000147,0.004702,8192,4602.400000
587,1024,1024,293,731,0,0,28.613281,100.000000,138,886,0.013230,0.000145,0.005377,8192,4670.400000
588,1024,1024,284,740,0,0,27.734375,100.000000,154,870,0.011933,0.000122,0.004668,8192,4606.400000
589,1024,1024,279,745,0,0,27.246094,100.000000,146,878,0.011199,0.000122,0.004734,8192,4638.400000
590,1024,1024,283,741,0,0,27.636719,100.000000,150,874,0.011237,0.000135,0.004551,8192,4622.400000
591,1024,1024,296,728,0,0,28.906250,100.000000,175,849,0.011653,0.000117,0.005829,8192,4522.400000
592,1024,1024,287,737,0,0,28.027344,100.000000,155,869,0.012467,0.000131,0.005224,8192,4602.400000
593,1024,1024,288,736,0,0,28.125000,100.000000,158,866,0.012119,0.000125,0.004526,8192,4590.400000
594,1024,1024,295,729,0,0,28.808594,100.000000,163,861,0.011244,0.000127,0.004923,8192,4570.400000
595,1024,1024,301,723,0,0,29.394531,100.000000,149,875,0.011968,0.000124,0.005042,8192,4626.400000
596,1024,1024,291,733,0,0,28.417969,100.000000,148,876,0.012425,0.000120,0.003905,8192,4630.400000
597,1024,1024,292,732,0,0,28.515625,100.000000,167,857,0.011210,0.000119,0.005086,8192,4554.400000
598,1024,1024,294,730,0,0,28.710938,100.000000,161,863,0.012491,0.000292,0.003919,8192,4578.400000
599,1024,1024,293,731,0,0,28.613281,100.000000,164,860,0.011205,0.000120,0.004757,8192,4566.400000
600,1024,1024,288,736,0,0,28.125000,100.000000,154,870,0.012134,0.000118,0.004964,8192,4606.400000
601,1024,1024,285,739,0,0,27.832031,100.000000,161,863,0.011623,0.000119,0.003904,8192,4578.400000
602,1024,1024,289,735,0,0,28.222656,100.000000,157,867,0.011352,0.000130,0.005218,8192,4594.400000
603,1024,1024,290,734,0,0,28.320312,100.000000,153,871,0.011626,0.000124,0.005087,8192,4610.400000
604,1024,1024,284,740,0,0,27.734375,100.000000,163,861,0.011727,0.000121,0.004695,8192,4570.400000
605,1024,1024,281,743,0,0,27.441406,100.000000,140,884,0.012324,0.000277,0.004843,8192,4662.400000
606,1024,1024,290,734,0,0,28.320312,100.000000,137,887,0.011491,0.000120,0.004921,8192,4674.400000
607,1024,1024,293,731,0,0,28.613281,100.000000,152,872,0.013005,0.000141,0.005513,8192,4614.400000
608,1024,1024,288,736,0,0,28.125000,100.000000,145,879,0.011869,0.000120,0.005345,8192,4642.400000
609,1024,1024,292,732,0,0,28.515625,100.000000,136,888,0.012257,0.000126,0.004879,8192,4678.400000
610,1024,1024,284,740,0,0,27.734375,100.000000,155,869,0.011533,0.000127,0.006071,8192,4602.400000
611,1024,1024,292,732,0,0,28.515625,100.000000,158,866,0.012136,0.000125,0.005777,8192,4590.400000
612,1024,1024,296,728,0,0,28.906250,100.000000,146,878,0.012360,0.000130,0.004817,8192,4638.400000
613,1024,1024,283,741,0,0,27.636719,100.000000,137,887,0.012141,0.000159,0.005003,8192,4674.400000
614,1024,1024,288,736,0,0,28.125000,100.000000,164,860,0.013197,0.000157,0.005890,8192,4566.400000
615,1024,1024,284,740,0,0,27.734375,100.000000,151,873,0.011736,0.000144,0.005003,8192,4618.400000
616,1024,1024,287,737,0,0,28.027344,100.000000,153,871,0.012622,0.000253,0.005226,8192,4610.400000
617,1024,1024,291,733,0,0,28.417969,100.000000,145,879,0.012145,0.000208,0.004904,8192,4642.400000
618,1024,1024,288,736,0,0,28.125000,100.000000,143,881,0.011089,0.000155,0.004762,8192,4650.400000
619,1024,1024,280,744,0,0,27.343750,100.000000,118,906,0.012191,0.000165,0.005695,8192,4750.400000
620,1024,1024,286,738,0,0,27.929688,100.000000,150,874,0.012803,0.000213,0.005283,8192,4622.400000
621,1024,1024,281,743,0,0,27.441406,100.000000,161,863,0.011410,0.000154,0.005188,8192,4578.400000
622,1024,1024,278,746,0,0,27.148438,100.000000,139,885,0.013735,0.000185,0.005306,8192,4666.400000
623,1024,1024,292,732,0,0,28.515625,100.000000,147,877,0.011983,0.000173,0.005874,8192,4634.400000
624,1024,1024,286,738,0,0,27.929688,100.000000,155,869,0.013113,0.000150,0.005038,8192,4602.400000
625,1024,1024,270,754,0,0,26.367188,100.000000,164,860,0.012894,0.000149,0.004783,8192,4566.400000
626,1024,1024,289,735,0,0,28.222656,100.000000,163,861,0.011430,0.000123,0.004730,8192,4570.400000
627,1024,1024,282,742,0,0,27.539062,100.000000,153,871,0.012256,0.000128,0.004918,8192,4610.400000
628,1024,1024,285,739,0,0,27.832031,100.000000,139,885,0.010335,0.000118,0.004555,8192,4666.400000
629,1024,1024,290,734,0,0,28.320312,100.000000,132,892,0.011824,0.000123,0.005769,8192,4694.400000
630,1024,1024,294,730,0,0,28.710938,100.000000,142,882,0.010829,0.000118,0.004044,8192,4654.400000
631,1024,1024,285,739,0,0,27.832031,100.000000,150,874,0.011839,0.000203,0.005931,8192,4622.400000
632,1024,1024,287,737,0,0,28.027344,100.000000,152,872,0.012860,0.000124,0.004517,8192,4614.400000
633,1024,1024,292,732,0,0,28.515625,100.000000,159,865,0.013071,0.000237,0.005287,8192,4586.400000
634,1024,1024,288,736,0,0,28.125000,100.000000,168,856,0.012339,0.000123,0.005068,8192,4550.400000
635,1024,1024,281,743,0,0,27.441406,100.000000,148,876,0.013135,0.000301,0.004505,8192,4630.400000
636,1024,1024,274,750,0,0,26.757812,100.000000,137,887,0.011443,0.000127,0.004920,8192,4674.400000
637,1024,1024,280,744,0,0,27.343750,100.000000,126,898,0.011333,0.000127,0.004889,8192,4718.400000
638,1024,1024,290,734,0,0,28.320312,100.000000,157,867,0.012432,0.000153,0.004825,8192,4594.400000
639,1024,1024,287,737,0,0,28.027344,100.000000,154,870,0.012062,0.000140,0.004893,8192,4606.400000
640,1024,1024,286,738,0,0,27.929688,100.000000,139,885,0.012621,0.000140,0.004450,8192,4666.400000
641,1024,1024,292,732,0,0,28.515625,100.000000,144,880,0.011415,0.000138,0.004775,8192,4646.400000
642,1024,1024,280,744,0,0,27.343750,100.000000,159,865,0.011484,0.000144,0.005003,8192,4586.400000
643,1024,1024,289,735,0,0,28.222656,100.000000,147,877,0.012708,0.000129,0.004198,8192,4634.400000
644,1024,1024,284,740,0,0,27.734375,100.000000,152,872,0.012333,0.000149,0.006031,8192,4614.400000
645,1024,1024,286,738,0,0,27.929688,100.000000,162,862,0.013089,0.000153,0.005471,8192,4574.400000
646,1024,1024,281,743,0,0,27.441406,100.000000,174,850,0.012988,0.000187,0.005354,8192,4526.400000
647,1024,1024,286,738,0,0,27.929688,100.000000,149,875,0.011674,0.000143,0.005597,8192,4626.400000
648,1024,1024,288,736,0,0,28.125000,100.000000,166,858,0.012027,0.000140,0.005516,8192,4558.400000
649,1024,1024,293,731,0,0,28.613281,100.000000,155,869,0.013316,0.000153,0.004816,8192,4602.400000
650,1024,1024,299,725,0,0,29.199219,100.000000,150,874,0.011954,0.000132,0.005352,8192,4622.400000
651,1024,1024,291,733,0,0,28.417969,100.000000,155,869,0.011674,0.000123,0.004812,8192,4602.400000
652,1024,1024,287,737,0,0,28.027344,100.000000,154,870,0.010430,0.000127,0.004906,8192,4606.400000
653,1024,1024,283,741,0,0,27.636719,100.000000,154,870,0.011608,0.000125,0.005589,8192,4606.400000
654,1024,1024,285,739,0,0,27.832031,100.000000,137,887,0.011679,0.000130,0.005448,8192,4674.400000
655,1024,1024,274,750,0,0,26.757812,100.000000,152,872,0.013907,0.000117,0.005899,8192,4614.400000
656,1024,1024,282,742,0,0,27.539062,100.000000,158,866,0.013362,0.000126,0.005839,8192,4590.400000
657,1024,1024,288,736,0,0,28.125000,100.000000,165,859,0.011548,0.000206,0.004868,8192,4562.400000
658,1024,1024,289,735,0,0,28.222656,100.000000,146,878,0.011659,0.000119,0.005792,8192,4638.400000
659,1024,1024,285,739,0,0,27.832031,100.000000,133,891,0.012124,0.000117,0.004604,8192,4690.400000
660,1024,1024,288,736,0,0,28.125000,100.000000,153,871,0.011981,0.000117,0.004855,8192,4610.400000
661,1024,1024,284,740,0,0,27.734375,100.000000,159,865,0.011046,0.000120,0.003948,8192,4586.400000
662,1024,1024,289,735,0,0,28.222656,100.000000,154,870,0.012000,0.000120,0.004369,8192,4606.400000
663,1024,1024,287,737,0,0,28.027344,100.000000,150,874,0.012372,0.000158,0.005599,8192,4622.400000
664,1024,1024,289,735,0,0,28.222656,100.000000,150,874,0.012164,0.000136,0.005741,8192,4622.400000
665,1024,1024,292,732,0,0,28.515625,100.000000,170,854,0.012233,0.000145,0.004720,8192,4542.400000
666,1024,1024,290,734,0,0,28.320312,100.000000,158,866,0.011102,0.000142,0.005210,8192,4590.400000
667,1024,1024,285,739,0,0,27.832031,100.000000,145,879,0.022178,0.000144,0.004815,8192,4642.400000
668,1024,1024,280,744,0,0,27.343750,100.000000,159,865,0.010324,0.000126,0.004568,8192,4586.400000
669,1024,1024,297,727,0,0,29.003906,100.000000,138,886,0.013911,0.000145,0.005493,8192,4670.400000
670,1024,1024,278,746,0,0,27.148438,100.000000,157,867,0.013347,0.000158,0.005594,8192,4594.400000
671,1024,1024,286,738,0,0,27.929688,100.000000,138,886,0.012909,0.000149,0.004960,8192,4670.400000
672,1024,1024,292,732,0,0,28.515625,100.000000,147,877,0.011673,0.000148,0.005912,8192,4634.400000
673,1024,1024,287,737,0,0,28.027344,100.000000,151,873,0.012166,0.000143,0.005029,8192,4618.400000
674,1024,1024,290,734,0,0,28.320312,100.000000,146,878,0.010854,0.000145,0.005616,8192,4638.400000
675,1024,1024,296,728,0,0,28.906250,100.000000,140,884,0.012062,0.000128,0.004632,8192,4662.400000
676,1024,1024,293,731,0,0,28.613281,100.000000,153,871,0.012140,0.000124,0.004493,8192,4610.400000
677,1024,1024,286,738,0,0,27.929688,100.000000,174,850,0.010857,0.000126,0.004244,8192,4526.400000
678,1024,1024,288,736,0,0,28.125000,100.000000,166,858,0.011910,0.000134,0.004864,8192,4558.400000
679,1024,1024,279,745,0,0,27.246094,100.000000,141,883,0.011921,0.000145,0.005079,8192,4658.400000
680,1024,1024,298,726,0,0,29.101562,100.000000,151,873,0.013693,0.000302,0.005100,8192,4618.400000
681,1024,1024,288,736,0,0,28.125000,100.000000,158,866,0.011238,0.000142,0.004525,8192,4590.400000
682,1024,1024,294,730,0,0,28.710938,100.000000,164,860,0.011492,0.000127,0.004399,8192,4566.400000
683,1024,1024,285,739,0,0,27.832031,100.000000,141,883,0.013150,0.000130,0.005975,8192,4658.400000
684,1024,1024,281,743,0,0,27.441406,100.000000,150,874,0.010974,0.000125,0.004243,8192,4622.400000
685,1024,1024,278,746,0,0,27.148438,100.000000,155,869,0.012268,0.000128,0.005732,8192,4602.400000
686,1024,1024,281,743,0,0,27.441406,100.000000,152,872,0.012849,0.000151,0.005023,8192,4614.400000
687,1024,1024,291,733,0,0,28.417969,100.000000,169,855,0.012104,0.000261,0.004814,8192,4546.400000
688,1024,1024,290,734,0,0,28.320312,100.000000,149,875,0.010515,0.000140,0.004524,8192,4626.400000
689,1024,1024,284,740,0,0,27.734375,100.000000,160,864,0.011226,0.000147,0.005285,8192,4582.400000
690,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.012089,0.000176,0.005481,8192,4602.400000
691,1024,1024,295,729,0,0,28.808594,100.000000,163,861,0.012118,0.000152,0.005227,8192,4570.400000
692,1024,1024,293,731,0,0,28.613281,100.000000,154,870,0.012522,0.000139,0.005119,8192,4606.400000
693,1024,1024,290,734,0,0,28.320312,100.000000,164,860,0.013069,0.000372,0.004663,8192,4566.400000
694,1024,1024,287,737,0,0,28.027344,100.000000,159,865,0.013612,0.000381,0.005831,8192,4586.400000
695,1024,1024,288,736,0,0,28.125000,100.000000,127,897,0.013483,0.000160,0.006108,8192,4714.400000
696,1024,1024,280,744,0,0,27.343750,100.000000,145,879,0.012828,0.000151,0.006402,8192,4642.400000
697,1024,1024,290,734,0,0,28.320312,100.000000,146,878,0.012598,0.000150,0.004982,8192,4638.400000
698,1024,1024,290,734,0,0,28.320312,100.000000,154,870,0.011510,0.000140,0.004872,8192,4606.400000
699,1024,1024,300,724,0,0,29.296875,100.000000,150,874,0.013421,0.000138,0.004939,8192,4622.400000
700,1024,1024,281,743,0,0,27.441406,100.000000,155,869,0.011399,0.000124,0.005851,8192,4602.400000
701,1024,1024,293,731,0,0,28.613281,100.000000,173,851,0.011821,0.000240,0.004836,8192,4530.400000
702,1024,1024,286,738,0,0,27.929688,100.000000,145,879,0.011481,0.000129,0.003883,8192,4642.400000
703,1024,1024,288,736,0,0,28.125000,100.000000,141,883,0.011349,0.000136,0.005626,8192,4658.400000
704,1024,1024,297,727,0,0,29.003906,100.000000,158,866,0.013008,0.000165,0.005812,8192,4590.400000
705,1024,1024,286,738,0,0,27.929688,100.000000,162,862,0.013975,0.000155,0.005765,8192,4574.400000
706,1024,1024,286,738,0,0,27.929688,100.000000,141,883,0.011837,0.000148,0.004901,8192,4658.400000
707,1024,1024,280,744,0,0,27.343750,100.000000,135,889,0.012837,0.000144,0.004464,8192,4682.400000
708,1024,1024,285,739,0,0,27.832031,100.000000,148,876,0.012795,0.000309,0.005759,8192,4630.400000
709,1024,1024,293,731,0,0,28.613281,100.000000,149,875,0.012567,0.000132,0.003921,8192,4626.400000
710,1024,1024,285,739,0,0,27.832031,100.000000,153,871,0.012754,0.000133,0.005224,8192,4610.400000
711,1024,1024,287,737,0,0,28.027344,100.000000,146,878,0.011794,0.000124,0.004055,8192,4638.400000
712,1024,1024,288,736,0,0,28.125000,100.000000,136,888,0.012734,0.000407,0.005220,8192,4678.400000
713,1024,1024,284,740,0,0,27.734375,100.000000,145,879,0.013707,0.000134,0.004914,8192,4642.400000
714,1024,1024,296,728,0,0,28.906250,100.000000,151,873,0.012521,0.000141,0.005311,8192,4618.400000
715,1024,1024,292,732,0,0,28.515625,100.000000,158,866,0.012263,0.000140,0.004366,8192,4590.400000
716,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.013112,0.000155,0.004484,8192,4602.400000
717,1024,1024,279,745,0,0,27.246094,100.000000,161,863,0.012706,0.000129,0.004594,8192,4578.400000
718,1024,1024,287,737,0,0,28.027344,100.000000,144,880,0.010552,0.000155,0.005506,8192,4646.400000
719,1024,1024,294,730,0,0,28.710938,100.000000,168,856,0.012043,0.000134,0.005059,8192,4550.400000
720,1024,1024,289,735,0,0,28.222656,100.000000,144,880,0.012023,0.000129,0.005545,8192,4646.400000
721,1024,1024,289,735,0,0,28.222656,100.000000,157,867,0.012642,0.000266,0.005439,8192,4594.400000
722,1024,1024,292,732,0,0,28.515625,100.000000,168,856,0.012032,0.000130,0.004891,8192,4550.400000
723,1024,1024,300,724,0,0,29.296875,100.000000,152,872,0.011657,0.000133,0.004965,8192,4614.400000
724,1024,1024,287,737,0,0,28.027344,100.000000,130,894,0.011253,0.000126,0.006100,8192,4702.400000
725,1024,1024,286,738,0,0,27.929688,100.000000,144,880,0.012529,0.000161,0.005361,8192,4646.400000
726,1024,1024,289,735,0,0,28.222656,100.000000,162,862,0.012662,0.000160,0.005563,8192,4574.400000
727,1024,1024,284,740,0,0,27.734375,100.000000,140,884,0.011670,0.000142,0.005266,8192,4662.400000
728,1024,1024,282,742,0,0,27.539062,100.000000,148,876,0.013618,0.000148,0.005148,8192,4630.400000
729,1024,1024,296,728,0,0,28.906250,100.000000,153,871,0.012992,0.000153,0.005609,8192,4610.400000
730,1024,1024,287,737,0,0,28.027344,100.000000,157,867,0.012011,0.000185,0.005486,8192,4594.400000
731,1024,1024,287,737,0,0,28.027344,100.000000,153,871,0.011903,0.000333,0.005637,8192,4610.400000
732,1024,1024,295,729,0,0,28.808594,100.000000,162,862,0.012284,0.000166,0.005982,8192,4574.400000
733,1024,1024,284,740,0,0,27.734375,100.000000,155,869,0.013157,0.000164,0.006046,8192,4602.400000
734,1024,1024,294,730,0,0,28.710938,100.000000,159,865,0.013957,0.000148,0.005835,8192,4586.400000
735,1024,1024,286,738,0,0,27.929688,100.000000,146,878,0.012854,0.000147,0.005938,8192,4638.400000
736,1024,1024,286,738,0,0,27.929688,100.000000,157,867,0.012673,0.000174,0.005386,8192,4594.400000
737,1024,1024,289,735,0,0,28.222656,100.000000,161,863,0.011799,0.000274,0.004940,8192,4578.400000
738,1024,1024,287,737,0,0,28.027344,100.000000,155,869,0.012208,0.000123,0.005879,8192,4602.400000
739,1024,1024,293,731,0,0,28.613281,100.000000,148,876,0.011803,0.000318,0.004647,8192,4630.400000
740,1024,1024,291,733,0,0,28.417969,100.000000,161,863,0.012340,0.000280,0.004921,8192,4578.400000
741,1024,1024,288,736,0,0,28.125000,100.000000,147,877,0.012372,0.000129,0.004735,8192,4634.400000
742,1024,1024,296,728,0,0,28.906250,100.000000,148,876,0.011754,0.000333,0.005511,8192,4630.400000
743,1024,1024,293,731,0,0,28.613281,100.000000,155,869,0.012451,0.000137,0.004938,8192,4602.400000
744,1024,1024,281,743,0,0,27.441406,100.000000,155,869,0.011263,0.000333,0.004241,8192,4602.400000
745,1024,1024,291,733,0,0,28.417969,100.000000,156,868,0.012771,0.000131,0.004919,8192,4598.400000
746,1024,1024,288,736,0,0,28.125000,100.000000,143,881,0.012130,0.000134,0.004702,8192,4650.400000
747,1024,1024,297,727,0,0,29.003906,100.000000,155,869,0.011566,0.000127,0.004164,8192,4602.400000
748,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.030658,0.000156,0.005631,8192,4602.400000
749,1024,1024,290,734,0,0,28.320312,100.000000,144,880,0.019056,0.000282,0.015061,8192,4646.400000
750,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.016205,0.000278,0.008104,8192,4602.400000
751,1024,1024,289,735,0,0,28.222656,100.000000,165,859,0.019833,0.000282,0.007183,8192,4562.400000
752,1024,1024,293,731,0,0,28.613281,100.000000,147,877,0.019918,0.000273,0.007738,8192,4634.400000
753,1024,1024,292,732,0,0,28.515625,100.000000,143,881,0.016961,0.000201,0.008055,8192,4650.400000
754,1024,1024,293,731,0,0,28.613281,100.000000,128,896,0.016118,0.000290,0.010333,8192,4710.400000
755,1024,1024,282,742,0,0,27.539062,100.000000,129,895,0.015136,0.000312,0.009537,8192,4706.400000
756,1024,1024,292,732,0,0,28.515625,100.000000,121,903,0.014247,0.000239,0.006915,8192,4738.400000
757,1024,1024,286,738,0,0,27.929688,100.000000,157,867,0.014252,0.000167,0.006713,8192,4594.400000
758,1024,1024,293,731,0,0,28.613281,100.000000,171,853,0.014262,0.000304,0.006478,8192,4538.400000
759,1024,1024,293,731,0,0,28.613281,100.000000,145,879,0.015232,0.000385,0.005710,8192,4642.400000
760,1024,1024,286,738,0,0,27.929688,100.000000,180,844,0.014056,0.000148,0.008322,8192,4502.400000
761,1024,1024,283,741,0,0,27.636719,100.000000,164,860,0.014419,0.000303,0.006112,8192,4566.400000
762,1024,1024,283,741,0,0,27.636719,100.000000,159,865,0.015453,0.000282,0.004746,8192,4586.400000
763,1024,1024,293,731,0,0,28.613281,100.000000,158,866,0.014793,0.000315,0.006549,8192,4590.400000
764,1024,1024,279,745,0,0,27.246094,100.000000,150,874,0.012798,0.000132,0.005470,8192,4622.400000
765,1024,1024,283,741,0,0,27.636719,100.000000,148,876,0.012978,0.000328,0.005831,8192,4630.400000
